SKU,Product Name,Finish,Image File,Image Folder,Image Path,Sort Order,Section,Category
ARIA-131DP,Delta Player Parlor,Muddy Brown,aria_aria-131dp_muddy-brown.jpg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131dp_muddy-brown.jpg,1,Fretted Instruments,Acoustic Guitars
ARIA-101,Vintage 100 Orchestra,Tobacco Burst,aria_aria-101_tobacco-burst.png,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-101_tobacco-burst.png,1,Fretted Instruments,Acoustic Guitars
ARIA-131,Vintage 100 Parlor,Natural,aria_aria-131_natural.jpg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-131_natural.jpg,1,Fretted Instruments,Acoustic Guitars
ARIA-111,Vintage 100 Dreadnought,Cherry Burst,aria_aria-111_cherry-burst.jpg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_aria-111_cherry-burst.jpg,1,Fretted Instruments,Acoustic Guitars
A-35CE,Cutaway Electric,Default,aria_a-35ce_default.png,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_a-35ce_default.png,1,Fretted Instruments,Acoustic Guitars
FEB-F2M,Electro Acoustic Medium Scale,Stained Brown,aria_feb-f2m_stained-brown.jpeg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2m_stained-brown.jpeg,1,Fretted Instruments,Acoustic Guitars
FEB-F2M,Electro Acoustic Medium Scale,Stained Black,aria_feb-f2m_stained-black.jpeg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2m_stained-black.jpeg,2,Fretted Instruments,Acoustic Guitars
FET-F2,Electro Acoustic Series,Stained Brown,aria_fet-f2_stained-brown.png,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_fet-f2_stained-brown.png,1,Fretted Instruments,Acoustic Guitars
FEB-F2/FL,Electro Acoustic Full Scale,Stained Brown,aria_feb-f2-fl_stained-brown.jpeg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2-fl_stained-brown.jpeg,1,Fretted Instruments,Acoustic Guitars
FEB-F2/FL,Electro Acoustic Full Scale,Stained Black,aria_feb-f2-fl_stained-black.jpeg,Acoustic Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria_feb-f2-fl_stained-black.jpeg,2,Fretted Instruments,Acoustic Guitars
STG-003,STG-003,3 Tone Sunburst,aria-pro-ii_stg-003_3-tone-sunburst.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_3-tone-sunburst.jpg,1,Fretted Instruments,Electric Guitars
STG-003,STG-003,Black,aria-pro-ii_stg-003_black.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_black.jpg,2,Fretted Instruments,Electric Guitars
STG-003,STG-003,Candy Apple Red,aria-pro-ii_stg-003_candy-apple-red.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_candy-apple-red.jpg,3,Fretted Instruments,Electric Guitars
STG-003,STG-003,Metal Blue,aria-pro-ii_stg-003_metal-blue.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_metal-blue.jpg,4,Fretted Instruments,Electric Guitars
STG-003,STG-003,White,aria-pro-ii_stg-003_white.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_white.jpg,5,Fretted Instruments,Electric Guitars
STG-003,STG-003,Green,aria-pro-ii_stg-003_green.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_green.png,6,Fretted Instruments,Electric Guitars
STG-003,STG-003,Sonic Blue,aria-pro-ii_stg-003_sonic-blue.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003_sonic-blue.png,7,Fretted Instruments,Electric Guitars
STG-003-LEFTY,STG-003-Lefty,3 Tone Sunburst,aria-pro-ii_stg-003-lefty_3-tone-sunburst.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003-lefty_3-tone-sunburst.png,1,Fretted Instruments,Electric Guitars
STG-003-LEFTY,STG-003-Lefty,Black,aria-pro-ii_stg-003-lefty_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003-lefty_black.png,2,Fretted Instruments,Electric Guitars
STG-003SPL,STG-003SPL,Black/Maple Fingerboard,aria-pro-ii_stg-003spl_black-maple-fingerboard.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003spl_black-maple-fingerboard.jpg,1,Fretted Instruments,Electric Guitars
STG-003SPL,STG-003SPL,Vintage White,aria-pro-ii_stg-003spl_vintage-white.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003spl_vintage-white.jpg,2,Fretted Instruments,Electric Guitars
STG-003SPL,STG-003SPL,3 Tone Sunburst,aria-pro-ii_stg-003spl_3-tone-sunburst.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-003spl_3-tone-sunburst.jpg,3,Fretted Instruments,Electric Guitars
STG-MINI,STG-Mini,3 Tone Sunburst,aria-pro-ii_stg-mini_3-tone-sunburst.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-mini_3-tone-sunburst.png,1,Fretted Instruments,Electric Guitars
STG-MINI,STG-Mini,Black,aria-pro-ii_stg-mini_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-mini_black.png,2,Fretted Instruments,Electric Guitars
STG-MINI,STG-Mini,Kawaii Pink,aria-pro-ii_stg-mini_kawaii-pink.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-mini_kawaii-pink.png,3,Fretted Instruments,Electric Guitars
STG-62-VW,STG-62,Vintage White,aria-pro-ii_stg-62-vw_vintage-white.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stg-62-vw_vintage-white.jpg,1,Fretted Instruments,Electric Guitars
TEG-002M,TEG-002M,3 Tone Sunburst,aria-pro-ii_teg-002m_3-tone-sunburst.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_3-tone-sunburst.png,1,Fretted Instruments,Electric Guitars
TEG-002M,TEG-002M,Black,aria-pro-ii_teg-002m_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_black.png,2,Fretted Instruments,Electric Guitars
TEG-002M,TEG-002M,Ivory,aria-pro-ii_teg-002m_ivory.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_ivory.png,3,Fretted Instruments,Electric Guitars
TEG-002M,TEG-002M,Black w/ Red Tortoise Pickguard,aria-pro-ii_teg-002m_black-w-red-tortoise-pickguard.jpeg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_black-w-red-tortoise-pickguard.jpeg,4,Fretted Instruments,Electric Guitars
TEG-002M,TEG-002M,Candy Apple Red,aria-pro-ii_teg-002m_candy-apple-red.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-002m_candy-apple-red.png,5,Fretted Instruments,Electric Guitars
TEG-TL,TEG-TL,Natural,aria-pro-ii_teg-tl_natural.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-tl_natural.png,1,Fretted Instruments,Electric Guitars
TEG-TL,TEG-TL,Metallic Ice Blue,aria-pro-ii_teg-tl_metallic-ice-blue.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-tl_metallic-ice-blue.png,2,Fretted Instruments,Electric Guitars
TEG-TL,TEG-TL,White with Tortoise Shell Pickguard,aria-pro-ii_teg-tl_white-with-tortoise-shell-pickguard.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_teg-tl_white-with-tortoise-shell-pickguard.png,3,Fretted Instruments,Electric Guitars
J-1,J-1,Black,aria-pro-ii_j-1_black.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-1_black.jpg,1,Fretted Instruments,Electric Guitars
J-1,J-1,Candy Apple Red,aria-pro-ii_j-1_candy-apple-red.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-1_candy-apple-red.jpg,2,Fretted Instruments,Electric Guitars
J-1,J-1,See Through Vintage White,aria-pro-ii_j-1_see-through-vintage-white.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-1_see-through-vintage-white.jpg,3,Fretted Instruments,Electric Guitars
J-2,J-2,Candy Apple Red,aria-pro-ii_j-2_candy-apple-red.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-2_candy-apple-red.jpg,1,Fretted Instruments,Electric Guitars
MAC-STD,MAC-STD,Metallic Red Shade,aria-pro-ii_mac-std_metallic-red-shade.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_mac-std_metallic-red-shade.jpg,1,Fretted Instruments,Electric Guitars
MAC DLX,MAC-DLX,Stained Brown,aria-pro-ii_mac-dlx_stained-brown.jpeg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_mac-dlx_stained-brown.jpeg,1,Fretted Instruments,Electric Guitars
MAC DLX,MAC-DLX,Stained Black,aria-pro-ii_mac-dlx_stained-black.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_mac-dlx_stained-black.jpg,2,Fretted Instruments,Electric Guitars
DM206,DM-206,Black Retro,aria-pro-ii_dm206_black-retro.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dm206_black-retro.png,1,Fretted Instruments,Electric Guitars
DM206,DM-206,Vintage White,aria-pro-ii_dm206_vintage-white.jpeg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dm206_vintage-white.jpeg,2,Fretted Instruments,Electric Guitars
DM206,DM-206,3 Tone Sunburst,aria-pro-ii_dm206_3-tone-sunburst.jpeg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dm206_3-tone-sunburst.jpeg,3,Fretted Instruments,Electric Guitars
PE-350STD,PE-350STD,Brown Sunburst,aria-pro-ii_pe-350std_brown-sunburst.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350std_brown-sunburst.jpg,1,Fretted Instruments,Electric Guitars
PE-350STD,PE-350STD,Black,aria-pro-ii_pe-350std_black.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350std_black.jpg,2,Fretted Instruments,Electric Guitars
PE-350STD,PE-350STD,Cherry Sunburst,aria-pro-ii_pe-350std_cherry-sunburst.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350std_cherry-sunburst.jpg,3,Fretted Instruments,Electric Guitars
PE-350CST,PE-350CST,Aged Black,aria-pro-ii_pe-350cst_aged-black.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350cst_aged-black.jpg,1,Fretted Instruments,Electric Guitars
PE-350CST,PE-350CST,Aged White,aria-pro-ii_pe-350cst_aged-white.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350cst_aged-white.jpg,2,Fretted Instruments,Electric Guitars
PE-350PG,PE-350PG,Aged Lemon Drop,aria-pro-ii_pe-350pg_aged-lemon-drop.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350pg_aged-lemon-drop.jpg,1,Fretted Instruments,Electric Guitars
PE-350PF,PE-350PF,Aged Black,aria-pro-ii_pe-350pf_aged-black.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-350pf_aged-black.jpg,1,Fretted Instruments,Electric Guitars
PE-590STD,PE-590STD,Aged Cherry Sunburst,aria-pro-ii_pe-590std_aged-cherry-sunburst.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-590std_aged-cherry-sunburst.png,1,Fretted Instruments,Electric Guitars
PE-590AF,PE-590AF,Aged Cherry Sunburst,aria-pro-ii_pe-590af_aged-cherry-sunburst.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-590af_aged-cherry-sunburst.jpg,1,Fretted Instruments,Electric Guitars
PE-F80,PE-F80,Black Top,aria-pro-ii_pe-f80_black-top.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_pe-f80_black-top.png,1,Fretted Instruments,Electric Guitars
714-STD-FULLERTON,714-STD Fullerton,3 Tone Sunburst,aria-pro-ii_714-std-fullerton_3-tone-sunburst.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-std-fullerton_3-tone-sunburst.png,1,Fretted Instruments,Electric Guitars
714-STD-FULLERTON,714-STD Fullerton,Black,aria-pro-ii_714-std-fullerton_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-std-fullerton_black.png,2,Fretted Instruments,Electric Guitars
714-STD-FULLERTON,714-STD Fullerton,Vintage White,aria-pro-ii_714-std-fullerton_vintage-white.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-std-fullerton_vintage-white.png,3,Fretted Instruments,Electric Guitars
714-DG-FULLERTON,714-DG Fullerton,Black,aria-pro-ii_714-dg-fullerton_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-dg-fullerton_black.png,1,Fretted Instruments,Electric Guitars
714-JH-FULLERTON,714-JH Fullerton,Marble White,aria-pro-ii_714-jh-fullerton_marble-white.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-jh-fullerton_marble-white.jpg,1,Fretted Instruments,Electric Guitars
714-MK2,714-MK2 Fullerton,Turquoise Blue,aria-pro-ii_714-mk2_turquoise-blue.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-mk2_turquoise-blue.jpg,1,Fretted Instruments,Electric Guitars
714-MK2,714-MK2 Fullerton,Ruby Red,aria-pro-ii_714-mk2_ruby-red.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-mk2_ruby-red.jpg,2,Fretted Instruments,Electric Guitars
714-MK2,714-MK2 Fullerton,Black Diamond,aria-pro-ii_714-mk2_black-diamond.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_714-mk2_black-diamond.jpg,3,Fretted Instruments,Electric Guitars
615-WJ-BK,615-WJ Nashville,Black,aria-pro-ii_615-wj-bk_black.jpeg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-wj-bk_black.jpeg,1,Fretted Instruments,Electric Guitars
615-GH,615-GH Nashville,Brown,aria-pro-ii_615-gh_brown.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-gh_brown.png,1,Fretted Instruments,Electric Guitars
615-MK2,615-MK2 Nashville,Marble White,aria-pro-ii_615-mk2_marble-white.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-mk2_marble-white.png,1,Fretted Instruments,Electric Guitars
615-MK2,615-MK2 Nashville,Turquoise Blue,aria-pro-ii_615-mk2_turquoise-blue.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_615-mk2_turquoise-blue.png,2,Fretted Instruments,Electric Guitars
718MKII-OPWH,718-MK2 Brooklyn,Black,aria-pro-ii_718mkii-opwh_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_718mkii-opwh_black.png,1,Fretted Instruments,Electric Guitars
718MKII-OPWH,718-MK2 Brooklyn,White,aria-pro-ii_718mkii-opwh_white.jpeg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_718mkii-opwh_white.jpeg,2,Fretted Instruments,Electric Guitars
212-MK2,212-MK2-Bowery,Pink,aria-pro-ii_212-mk2_pink.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_212-mk2_pink.jpg,1,Fretted Instruments,Electric Guitars
212-MK2,212-MK2-Bowery,Black,aria-pro-ii_212-mk2_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_212-mk2_black.png,2,Fretted Instruments,Electric Guitars
212-MK2,212-MK2-Bowery,Brown Sunburst,aria-pro-ii_212-mk2_brown-sunburst.webp,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_212-mk2_brown-sunburst.webp,3,Fretted Instruments,Electric Guitars
J-B’ TONE,J-B’TONE Baritone,Black,aria-pro-ii_j-b-tone_black.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b-tone_black.png,1,Fretted Instruments,Electric Guitars
J-B’ TONE,J-B’TONE Baritone,Sunburst,aria-pro-ii_j-b-tone_sunburst.jpg,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b-tone_sunburst.jpg,2,Fretted Instruments,Electric Guitars
STB-PB,STB-PB,3 Tone Sunburst,aria-pro-ii_stb-pb_3-tone-sunburst.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pb_3-tone-sunburst.jpg,1,Fretted Instruments,Bass Guitars
STB-PB,STB-PB,Black,aria-pro-ii_stb-pb_black.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pb_black.jpg,2,Fretted Instruments,Bass Guitars
STB-PB,STB-PB,White,aria-pro-ii_stb-pb_white.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pb_white.jpg,3,Fretted Instruments,Bass Guitars
STB-PBB-WH,STB-PB/B,White w/Rosewood,aria-pro-ii_stb-pbb-wh_white-w-rosewood.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pbb-wh_white-w-rosewood.jpeg,1,Fretted Instruments,Bass Guitars
STB-PBB-WH,STB-PB/B,White w/Maple,aria-pro-ii_stb-pbb-wh_white-w-maple.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-pbb-wh_white-w-maple.jpeg,2,Fretted Instruments,Bass Guitars
STB-JB,STB-JB,Black,aria-pro-ii_stb-jb_black.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb_black.jpeg,1,Fretted Instruments,Bass Guitars
STB-JB,STB-JB,3 Tone Sunburst,aria-pro-ii_stb-jb_3-tone-sunburst.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb_3-tone-sunburst.jpeg,2,Fretted Instruments,Bass Guitars
STB-JB,STB-JB,White,aria-pro-ii_stb-jb_white.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb_white.jpeg,3,Fretted Instruments,Bass Guitars
STB-JB/TT,STB-JB/TT,Black,aria-pro-ii_stb-jb-tt_black.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb-tt_black.jpg,1,Fretted Instruments,Bass Guitars
STB-JB/TT,STB-JB/TT,Sunburst,aria-pro-ii_stb-jb-tt_sunburst.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb-tt_sunburst.jpg,2,Fretted Instruments,Bass Guitars
STB-JB/B,STB-JB/B,White,aria-pro-ii_stb-jb-b_white.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_stb-jb-b_white.jpeg,1,Fretted Instruments,Bass Guitars
J-B,J-B,SVW (See-Through Vintage White),aria-pro-ii_j-b_svw-see-through-vintage-white.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b_svw-see-through-vintage-white.jpeg,1,Fretted Instruments,Bass Guitars
J-B,J-B,BK (Black),aria-pro-ii_j-b_bk-black.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b_bk-black.jpeg,2,Fretted Instruments,Bass Guitars
J-B,J-B,3TS (3 Tone Sunburst),aria-pro-ii_j-b_3ts-3-tone-sunburst.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_j-b_3ts-3-tone-sunburst.jpeg,3,Fretted Instruments,Bass Guitars
IGB-STD,IGB-STD,Metallic Red Shade,aria-pro-ii_igb-std_metallic-red-shade.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_igb-std_metallic-red-shade.png,1,Fretted Instruments,Bass Guitars
IGB-STD,IGB-STD,Metallic Black,aria-pro-ii_igb-std_metallic-black.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_igb-std_metallic-black.jpg,2,Fretted Instruments,Bass Guitars
IGB-STD/5-MBK,IGB-STD 5 String,Metallic Black,aria-pro-ii_igb-std-5-mbk_metallic-black.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_igb-std-5-mbk_metallic-black.png,1,Fretted Instruments,Bass Guitars
RSB-618/4,RSB618/4,Black,aria-pro-ii_rsb-618-4_black.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_rsb-618-4_black.jpeg,1,Fretted Instruments,Bass Guitars
RSB-618/4,RSB618/4,White,aria-pro-ii_rsb-618-4_white.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_rsb-618-4_white.jpeg,2,Fretted Instruments,Bass Guitars
DMB-206,DMB-206,Vintage White,aria-pro-ii_dmb-206_vintage-white.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dmb-206_vintage-white.png,1,Fretted Instruments,Bass Guitars
DMB-206,DMB-206,3 Tone Sunburst,aria-pro-ii_dmb-206_3-tone-sunburst.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dmb-206_3-tone-sunburst.png,2,Fretted Instruments,Bass Guitars
DMB-206,DMB-206,Black,aria-pro-ii_dmb-206_black.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_dmb-206_black.png,3,Fretted Instruments,Bass Guitars
313-MK2,313 MKII Detroit,Sunburst,aria-pro-ii_313-mk2_sunburst.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mk2_sunburst.jpg,1,Fretted Instruments,Bass Guitars
313-MK2,313 MKII Detroit,Natural,aria-pro-ii_313-mk2_natural.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mk2_natural.jpg,2,Fretted Instruments,Bass Guitars
313-MKII/5,313 MKII/5 Detroit,Sunburst,aria-pro-ii_313-mkii-5_sunburst.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mkii-5_sunburst.jpeg,1,Fretted Instruments,Bass Guitars
313-MKII/5,313 MKII/5 Detroit,Natural,aria-pro-ii_313-mkii-5_natural.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-mkii-5_natural.jpeg,2,Fretted Instruments,Bass Guitars
313-BB-DETROIT,313-BB Detroit,Bourbon Barrel,aria-pro-ii_313-bb-detroit_bourbon-barrel.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-bb-detroit_bourbon-barrel.png,1,Fretted Instruments,Bass Guitars
313-BB/5-DETROIT,313-BB Detroit 5 String,Bourbon Barrel,aria-pro-ii_313-bb-5-detroit_bourbon-barrel.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-bb-5-detroit_bourbon-barrel.png,1,Fretted Instruments,Bass Guitars
313-JP-DETROIT (FRETLESS),313 JP,Sunburst,aria-pro-ii_313-jp-detroit-fretless_sunburst.jpeg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_313-jp-detroit-fretless_sunburst.jpeg,1,Fretted Instruments,Bass Guitars
SB-ONE,SB-ONE,Black,aria-pro-ii_sb-one_black.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-one_black.jpg,1,Fretted Instruments,Bass Guitars
SB-ONE,SB-ONE,Candy Apple Red,aria-pro-ii_sb-one_candy-apple-red.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-one_candy-apple-red.jpg,2,Fretted Instruments,Bass Guitars
SB-ONE,SB-ONE,Silver,aria-pro-ii_sb-one_silver.jpg,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-one_silver.jpg,3,Fretted Instruments,Bass Guitars
SB-700,SB-700 Gold Wing,Gold Wing,aria-pro-ii_sb-700_gold-wing.png,Bass Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/aria-pro-ii_sb-700_gold-wing.png,1,Fretted Instruments,Bass Guitars
PGG-200,PGG-200,Brown Sunburst,pignose_pgg-200_brown-sunburst.png,Electric Guitars,/Users/lpdmusic/Documents/New project/Photos/Fretted Instruments/pignose_pgg-200_brown-sunburst.png,1,Fretted Instruments,Electric Guitars
